borehole_id,depth,elevation,penetration_resistance,friction_ratio,SBT_index
CPT1,0.0,186.04905145206612,1.9792244183237826,0.9962806161293951,1
CPT1,0.5025125628140703,185.54653888925205,26.872577722830783,1.241546281904939,7
CPT1,1.0050251256281406,185.04402632643797,6.1769096383620905,1.2255083370838287,6
CPT1,1.507537688442211,184.54151376362393,1.3171778979975433,1.836764012588931,2
CPT1,2.0100502512562812,184.03900120080985,23.706324849803813,0.20189916450416145,6
CPT1,2.5125628140703515,183.53648863799577,2.6168872258772105,1.4053188616774728,6
CPT1,3.015075376884422,183.0339760751817,23.127425427848067,0.6352091818182689,1
CPT1,3.517587939698492,182.53146351236762,5.133444537544587,1.6423023564109231,3
CPT1,4.0201005025125625,182.02895094955358,18.74326595803727,0.10890816728581905,1
CPT1,4.522613065326633,181.5264383867395,26.629358845954613,0.5265969118825404,9
CPT1,5.025125628140703,181.02392582392542,22.304389391425456,0.1053896368943971,5
CPT1,5.527638190954773,180.52141326111135,16.634092277703903,0.46555884119085966,1
CPT1,6.030150753768844,180.01890069829727,16.619129487701443,0.48101754750036785,7
CPT1,6.532663316582914,179.5163881354832,3.8418872207509067,1.8761560776259587,1
CPT1,7.035175879396984,179.01387557266915,1.2546740427158574,0.5803294600438992,5
CPT1,7.537688442211055,178.51136300985507,28.06270808781845,0.32495502852602953,3
CPT1,8.040201005025125,178.008850447041,18.374742964215578,1.143619661288892,1
CPT1,8.542713567839195,177.50633788422692,14.658147397776693,0.7506517978249915,2
CPT1,9.045226130653266,177.00382532141285,29.441543759271283,1.6590359204860543,8
CPT1,9.547738693467336,176.5013127585988,23.46755857487958,1.5178554651894576,6
CPT1,10.050251256281406,175.99880019578472,27.42817514438368,1.371923950579369,1
CPT1,10.552763819095476,175.49628763297065,29.235813913109215,1.8920439455935758,8
CPT1,11.055276381909547,174.99377507015657,21.598007930355354,1.1569862994320244,4
CPT1,11.557788944723617,174.4912625073425,20.325308862806462,1.1655529737517842,1
CPT1,12.060301507537687,173.98874994452842,16.727889445176785,1.9703995584489604,3
CPT1,12.562814070351758,173.48623738171437,6.870382438902579,1.0351338557057448,6
CPT1,13.065326633165828,172.9837248189003,20.63234656324436,0.5217375312176697,1
CPT1,13.567839195979898,172.48121225608622,27.79452897724693,1.2181783591761937,4
CPT1,14.070351758793969,171.97869969327215,19.57880720006921,0.8769993155244836,4
CPT1,14.572864321608039,171.47618713045807,4.762674983977066,0.2419612958355731,1
CPT1,15.07537688442211,170.97367456764403,5.782825815828623,1.47077260565583,5
CPT1,15.57788944723618,170.47116200482995,27.529631469097474,0.7826781206608838,6
CPT1,16.08040201005025,169.96864944201587,28.336040733535654,0.33257329059729435,6
CPT1,16.58291457286432,169.4661368792018,26.11231311006796,1.7107088689702132,5
CPT1,17.08542713567839,168.96362431638772,23.797014553353467,1.2521095801819953,8
CPT1,17.587939698492463,168.46111175357368,21.297538065146348,1.462251195521123,3
CPT1,18.09045226130653,167.9585991907596,27.880666116768996,1.4746356710232342,4
CPT1,18.5929648241206,167.45608662794552,22.974187523191986,1.7315711020128501,2
CPT1,19.09547738693467,166.95357406513145,19.072938814124363,0.1778540010879011,6
CPT1,19.597989949748744,166.45106150231737,25.488842771527473,0.903793545116345,8
CPT1,20.100502512562812,165.94854893950333,14.2303267545038,0.8443278798392542,2
CPT1,20.60301507537688,165.44603637668925,10.635735375832821,0.697552763443828,5
CPT1,21.105527638190953,164.94352381387517,19.66831202341055,0.9457337397114858,6
CPT1,21.608040201005025,164.4410112510611,22.039459658924518,1.5085793395273372,4
CPT1,22.110552763819094,163.93849868824702,27.56307928849323,1.4526583936168462,9
CPT1,22.613065326633162,163.43598612543298,29.84973692859521,0.9273258743513909,2
CPT1,23.115577889447234,162.9334735626189,17.227011151644042,0.1265501820202246,4
CPT1,23.618090452261306,162.43096099980482,13.727520371206781,0.3953243350779373,4
CPT1,24.120603015075375,161.92844843699075,23.860228762550413,1.1573332921370816,5
CPT1,24.623115577889443,161.42593587417667,15.656233738324502,0.14843673586544665,4
CPT1,25.125628140703515,160.9234233113626,22.871562691035116,0.400465012907276,6
CPT1,25.628140703517587,160.42091074854852,26.28839114124644,0.30195821927501343,4
CPT1,26.130653266331656,159.91839818573447,13.605577136954974,0.47088818524022313,4
CPT1,26.633165829145725,159.4158856229204,4.432670733171307,1.839341819612514,4
CPT1,27.135678391959797,158.91337306010632,19.15529178236475,1.153259793094993,5
CPT1,27.63819095477387,158.41086049729225,8.741200077891751,1.6625278907193097,1
CPT1,28.140703517587937,157.90834793447817,10.294031113214782,1.5578174474466608,9
CPT1,28.643216080402006,157.40583537166412,6.383062718815062,0.8184580745130717,5
CPT1,29.145728643216078,156.90332280885005,12.25919395665671,0.4915189804502129,4
CPT1,29.64824120603015,156.40081024603597,24.59250605966895,1.1956419937981992,6
CPT1,30.15075376884422,155.8982976832219,13.67527099212316,1.7635617954743428,7
CPT1,30.653266331658287,155.39578512040782,4.8579538262313715,1.4846709467464019,8
CPT1,31.15577889447236,154.89327255759378,12.230807452634666,1.9125900536034708,5
CPT1,31.65829145728643,154.3907599947797,19.9742402704539,0.599120480419217,7
CPT1,32.1608040201005,153.88824743196562,22.918451193141284,0.7357073123838115,2
CPT1,32.66331658291457,153.38573486915155,9.570444523320237,1.6650512470631902,2
CPT1,33.16582914572864,152.88322230633747,5.544157189155074,1.3858707224602096,2
CPT1,33.66834170854271,152.38070974352343,28.507768104066784,0.3412780607874861,7
CPT1,34.17085427135678,151.87819718070935,29.05989747055235,1.6904534608828239,3
CPT1,34.67336683417085,151.37568461789527,22.799098503903192,0.34062919361033656,9
CPT1,35.175879396984925,150.8731720550812,10.4253630948998,0.2958171499392337,1
CPT1,35.678391959798994,150.37065949226712,12.277604093432458,1.0907047215457781,6
CPT1,36.18090452261306,149.86814692945308,2.542158316085562,0.912652458612512,8
CPT1,36.68341708542713,149.365634366639,24.17533361221123,0.2558460750708908,9
CPT1,37.1859296482412,148.86312180382492,25.55206882861041,0.24627894444211748,8
CPT1,37.688442211055275,148.36060924101085,19.18831296071973,1.7717919539301483,6
CPT1,38.19095477386934,147.85809667819677,29.187756707389575,0.7988003589633865,2
CPT1,38.69346733668341,147.35558411538273,21.76567102126078,1.8531066965066572,1
CPT1,39.19597989949749,146.85307155256862,29.298658790598655,1.3493468483641846,3
CPT1,39.698492462311556,146.35055898975457,13.111703819443788,1.7391500436118137,4
CPT1,40.201005025125625,145.8480464269405,7.9792563462830035,0.6643381929251512,2
CPT1,40.70351758793969,145.34553386412642,1.8111762954260207,1.3663176429861412,3
CPT1,41.20603015075376,144.84302130131238,8.029570179000741,1.5010250374772411,7
CPT1,41.70854271356784,144.34050873849827,18.911807612975924,0.3725284013502782,6
CPT1,42.211055276381906,143.83799617568422,10.99843331669531,0.47116764908507847,7
CPT1,42.713567839195974,143.33548361287015,26.49090758334848,0.8177397097966189,9
CPT1,43.21608040201005,142.83297105005607,21.93744403539732,1.101861419959022,6
CPT1,43.71859296482412,142.330458487242,4.650948342850606,0.5003084996067564,4
CPT1,44.22110552763819,141.82794592442792,29.443607952842573,1.5550244392915211,5
CPT1,44.723618090452256,141.32543336161388,1.6449031881331049,1.4828885347256908,7
CPT1,45.226130653266324,140.8229207987998,3.7426341372601373,0.4283170941926221,6
CPT1,45.7286432160804,140.32040823598572,9.834259041146348,0.7895367739731841,1
CPT1,46.23115577889447,139.81789567317165,27.325890441215456,1.4553908682080894,9
CPT1,46.73366834170854,139.31538311035757,9.65246616158218,1.4639891260731868,9
CPT1,47.23618090452261,138.81287054754353,12.967322116421016,0.8762808421930267,6
CPT1,47.73869346733668,138.31035798472945,4.92221790483792,1.117854900405864,5
CPT1,48.24120603015075,137.80784542191537,23.56525877164301,0.8674423946279373,2
CPT1,48.74371859296482,137.3053328591013,6.823131155663545,0.6494310887339403,4
CPT1,49.24623115577889,136.80282029628722,27.977512715812843,0.9931813563555476,2
CPT1,49.74874371859296,136.30030773347318,3.270896425140136,0.22879255813145513,5
CPT1,50.25125628140703,135.7977951706591,2.7716323384090917,0.6918389382437283,4
CPT1,50.7537688442211,135.29528260784502,14.855017320778853,0.39180708140588805,6
CPT1,51.256281407035175,134.79277004503095,15.994082269131159,1.5758025722117097,6
CPT1,51.75879396984924,134.29025748221687,14.962839643025378,0.5154006553214016,6
CPT1,52.26130653266331,133.78774491940283,22.347778397538484,1.4440812645450085,8
CPT1,52.76381909547738,133.28523235658875,11.69061641938876,0.5057482123438153,7
CPT1,53.26633165829145,132.78271979377467,25.896348535597916,1.259864514755739,1
CPT1,53.768844221105525,132.2802072309606,19.489323124430914,1.3459806170606665,7
CPT1,54.27135678391959,131.77769466814652,5.159120213219996,0.5489717377249138,4
CPT1,54.77386934673366,131.27518210533248,15.470042869862562,1.294278029910091,6
CPT1,55.27638190954774,130.77266954251837,8.619693892951814,1.3693035896994088,9
CPT1,55.778894472361806,130.27015697970432,27.843748713711186,1.6588333704637248,7
CPT1,56.281407035175874,129.76764441689025,15.89551384483995,0.12031388217759148,2
CPT1,56.78391959798994,129.26513185407617,20.63509818925548,1.0963847160802374,8
CPT1,57.28643216080401,128.76261929126213,20.874884134286457,1.8172777192946128,3
CPT1,57.78894472361809,128.26010672844802,20.430458669000085,0.6605748810674639,5
CPT1,58.291457286432156,127.75759416563398,6.80312140396776,1.4148698133514932,7
CPT1,58.793969849246224,127.2550816028199,8.821216570213576,0.38643068806919,3
CPT1,59.2964824120603,126.75256904000582,16.7854581203853,1.8276303373238998,3
CPT1,59.79899497487437,126.25005647719175,4.328342599587498,0.9029351350304702,2
