borehole_id,depth,elevation,penetration_resistance,friction_ratio,SBT_index
CPT1,0.0,199.75127850359004,11.716906315065858,0.9883845770005019,8
CPT1,0.5025125628140703,199.24876594077597,16.12139537177536,1.003601097868159,1
CPT1,1.0050251256281406,198.7462533779619,15.774971341472469,1.1477115476876405,4
CPT1,1.507537688442211,198.24374081514785,19.43147096080903,0.9976510987267054,9
CPT1,2.0100502512562812,197.74122825233377,15.473710847867586,1.0523100924088316,1
CPT1,2.5125628140703515,197.2387156895197,18.056771423825246,1.2457374869364082,9
CPT1,3.015075376884422,196.73620312670562,17.767198244949416,1.186783955255004,9
CPT1,3.517587939698492,196.23369056389154,19.264203148297618,1.1291728590787116,7
CPT1,4.0201005025125625,195.73117800107747,21.967717945946998,1.1521170747142202,7
CPT1,4.522613065326633,195.22866543826342,16.63388487171331,1.1978428337893081,3
CPT1,5.025125628140703,194.72615287544934,20.333446251615747,1.3932280532156183,1
CPT1,5.527638190954773,194.22364031263527,19.230670011570673,1.3209544900792134,9
CPT1,6.030150753768844,193.7211277498212,16.80831391343781,1.372325212342154,9
CPT1,6.532663316582914,193.21861518700712,23.65661599605722,1.3515142137602993,7
CPT1,7.035175879396984,192.71610262419307,17.662924768389047,1.4101763226806496,6
CPT1,7.537688442211055,192.213590061379,19.85470560226867,1.3955477416065432,9
CPT1,8.040201005025125,191.71107749856492,21.25997006610377,1.421671556815754,2
CPT1,8.542713567839195,191.20856493575084,19.12778494790609,1.488821267560784,6
CPT1,9.045226130653266,190.70605237293677,24.035291904772166,1.3888426445486053,4
CPT1,9.547738693467336,190.20353981012272,15.956929370623325,1.5131086165307877,8
CPT1,10.050251256281406,189.70102724730864,20.458247811900584,1.5095666601380102,8
CPT1,10.552763819095476,189.19851468449457,25.956460052633542,1.5130220928155775,2
CPT1,11.055276381909547,188.6960021216805,25.8942376045312,1.5001011184458612,4
CPT1,11.557788944723617,188.19348955886642,21.955163499519657,1.4362442427484206,8
CPT1,12.060301507537687,187.69097699605237,19.52263102281333,1.4592696118764579,9
CPT1,12.562814070351758,187.1884644332383,22.165279591173075,1.458404843147104,4
CPT1,13.065326633165828,186.68595187042422,24.58008625097004,1.4919304289282498,7
CPT1,13.567839195979898,186.18343930761014,18.70654071562162,1.5143186197069238,5
CPT1,14.070351758793969,185.68092674479607,24.34244308196105,1.4386371925169936,8
CPT1,14.572864321608039,185.178414181982,25.288678518043987,1.5747278511087262,3
CPT1,15.07537688442211,184.67590161916795,27.55938579531336,1.4448865780855855,2
CPT1,15.57788944723618,184.17338905635387,25.649131981538215,1.4141793215860792,2
CPT1,16.08040201005025,183.6708764935398,26.28245974750258,1.432639005753058,6
CPT1,16.58291457286432,183.16836393072572,23.689860868961546,1.3491122117938692,7
CPT1,17.08542713567839,182.66585136791164,24.594187803139448,1.357840076182501,9
CPT1,17.587939698492463,182.16333880509757,28.598220359311057,1.4899530323816879,4
CPT1,18.09045226130653,181.66082624228352,23.130886015678108,1.2908809551112466,7
CPT1,18.5929648241206,181.15831367946944,22.69300666789903,1.274493943904561,4
CPT1,19.09547738693467,180.65580111665537,26.993243108320414,1.3068432123663858,7
CPT1,19.597989949748744,180.1532885538413,25.340948360839395,1.3477027263769745,2
CPT1,20.100502512562812,179.65077599102722,25.795275759820587,1.2210198819811033,4
CPT1,20.60301507537688,179.14826342821317,20.56206697067201,1.2299802774258353,4
CPT1,21.105527638190953,178.6457508653991,28.747560270643746,1.1994214342392464,9
CPT1,21.608040201005025,178.14323830258502,24.024558189145395,1.1574452956695236,9
CPT1,22.110552763819094,177.64072573977094,24.075102319332213,1.0946244135790173,4
CPT1,22.613065326633162,177.13821317695687,24.78064904381645,1.23582504403489,2
CPT1,23.115577889447234,176.63570061414282,27.63524394723789,1.2070485912926328,5
CPT1,23.618090452261306,176.13318805132874,25.465613770760967,1.097544087719179,5
CPT1,24.120603015075375,175.63067548851467,26.965815394896435,1.0744740975050455,1
CPT1,24.623115577889443,175.1281629257006,22.006184735239696,1.1014260837247032,5
CPT1,25.125628140703515,174.62565036288652,22.7289860951484,1.0170548570789488,8
CPT1,25.628140703517587,174.12313780007247,25.687948018875268,1.0545509283342278,4
CPT1,26.130653266331656,173.6206252372584,28.18288307909282,1.0016674243076842,2
CPT1,26.633165829145725,173.11811267444432,28.416937604184,0.8611042808641404,1
CPT1,27.135678391959797,172.61560011163024,24.26740749898626,0.931152529746381,7
CPT1,27.63819095477387,172.11308754881617,22.03976605665384,0.8256011852822971,4
CPT1,28.140703517587937,171.61057498600212,27.973197260259006,0.8672309637202767,6
CPT1,28.643216080402006,171.10806242318804,29.704272577719742,0.7196156297783246,9
CPT1,29.145728643216078,170.60554986037397,21.46312834706456,0.8198329452611064,6
CPT1,29.64824120603015,170.1030372975599,26.876687971302996,0.6552744150170939,9
CPT1,30.15075376884422,169.60052473474582,28.581404443116426,0.7885053801621518,6
CPT1,30.653266331658287,169.09801217193177,20.674646219884245,0.6069256653479531,4
CPT1,31.15577889447236,168.5954996091177,19.760324819289508,0.653187051924465,4
CPT1,31.65829145728643,168.09298704630362,22.903376782415382,0.6534910174473438,2
